category,error_code_number,error_code_name,message,cause,recommendation,resolution
Common,,DF-AzureDataExplorer-InvalidOperation,Blob operation is not supported on older storage accounts. Creating a new storage account may fix the issue.,Operation isn't supported.,"Change Update method configuration as delete, update, and upsert are not supported in Azure Data Explorer.",
Common,,DF-AzureDataExplorer-ReadTimeout,Operation timeout while reading data.,Operation times out while reading data.,Increase the value in Timeout option in source transformation settings.,
Common,,DF-AzureDataExplorer-WriteTimeout,Operation timeout while writing data.,Operation times out while writing data.,Increase the value in Timeout option in sink transformation settings.,
Common,,DF-Blob-FunctionNotSupport,"This endpoint does not support BlobStorageEvents, SoftDelete, or AutomaticSnapshot. Disable these account features if you would like to use this endpoint.","Azure Blob Storage events, soft delete or automatic snapshot isn't supported in data flows if the Azure Blob Storage linked service is created with service principal or managed identity authentication.","Disable Azure Blob Storage events, soft delete, or automatic snapshot feature on the Azure Blob account, or use key authentication to create the linked service.",
Common,,DF-Blob-InvalidAccountConfiguration,Either one of account key or sas token should be specified.,An invalid credential is provided in the Azure Blob linked service.,Use either account key or SAS token for the Azure Blob linked service.,
Common,,DF-Blob-InvalidAuthConfiguration,"Only one of the two auth methods (Key, SAS) can be specified.",An invalid authentication method is provided in the linked service.,Use key or SAS authentication for the Azure Blob linked service.,
Common,,DF-Blob-InvalidCloudType,Cloud type is invalid.,An invalid cloud type is provided.,Check the cloud type in your related Azure Blob linked service.,
Common,,DF-Cosmos-DeleteDataFailed,Failed to delete data from Azure Cosmos DB after 3 times retry.,The throughput on the Azure Cosmos DB collection is small and leads to meeting throttling or row data not existing in Azure Cosmos DB.,"To solve this problem, take the following actions: If the error is 404, make sure that the related row data exists in the Azure Cosmos DB collection. If the error is throttling, increase the Azure Cosmos DB collection throughput or set it to the automatic scale. If the error is request timed out, set 'Batch size' in the Azure Cosmos DB sink to smaller value, for example 1000.",
Azure Cosmos DB,,DF-Cosmos-FailToResetThroughput,"Azure Cosmos DB throughput scale operation cannot be performed because another scale operation is in progress, retry after sometime.",The throughput scale operation of the Azure Cosmos DB can't be performed because another scale operation is in progress.,"Log in to Azure Cosmos DB account, and manually change container throughput to be auto scale or add a custom activity after mapping data flows to reset the throughput.",
Azure Cosmos DB,,DF-Cosmos-IdPropertyMissed,'id' property should be mapped for delete and update operations.,The id property is missed for update and delete operations.,"Make sure that the input data has an id column in Azure Cosmos DB sink transformation settings. If not, use a select or derived column transformation to generate this column before the sink transformation.",
Azure Cosmos DB,,DF-Cosmos-InvalidAccountConfiguration,Either accountName or accountEndpoint should be specified.,Invalid account information is provided.,"In the Azure Cosmos DB linked service, specify the account name or account endpoint.",
Azure Cosmos DB,,DF-Cosmos-InvalidAccountKey,"The input authorization token can't serve the request. Check that the expected payload is built as per the protocol, and check the key being used.",There's no enough permission to read/write Azure Cosmos DB data.,Use the read-write key to access Azure Cosmos DB.,
Azure Cosmos DB,,DF-Cosmos-InvalidConnectionMode,Invalid connection mode.,An invalid connection mode is provided.,Confirm that the supported mode is Gateway and DirectHttps in Azure Cosmos DB settings.,
Azure Cosmos DB,,DF-Cosmos-InvalidPartitionKey,Partition key path cannot be empty for update and delete operations.,The partition key path is empty for update and delete operations.,Use the providing partition key in the Azure Cosmos DB sink settings.,
Azure Cosmos DB,,DF-Cosmos-InvalidPartitionKey,Partition key is not mapped in sink for delete and update operations.,An invalid partition key is provided.,"In Azure Cosmos DB sink settings, use the right partition key that is same as your container's partition key.",
Azure Cosmos DB,,DF-Cosmos-InvalidPartitionKeyContent,partition key should start with /.,An invalid partition key is provided.,"Ensure that the partition key start with / in Azure Cosmos DB sink settings, for example: /movieId .",
Azure Cosmos DB,,DF-Cosmos-PartitionKeyMissed,Partition key path should be specified for update and delete operations.,The partition key path is missing in the Azure Cosmos DB sink.,Provide the partition key in the Azure Cosmos DB sink settings.,
Azure Cosmos DB,,DF-Cosmos-ResourceNotFound,Resource not found.,"Invalid configuration is provided (for example, the partition key with invalid characters) or the resource doesn't exist.","To solve this issue, refer to Diagnose and troubleshoot Azure Cosmos DB not found exceptions.",
Azure Cosmos DB,,DF-Cosmos-ShortTypeNotSupport,Short data type is not supported in Azure Cosmos DB.,The short data type isn't supported in the Azure Cosmos DB instance.,Add a derived column transformation to convert related columns from short to integer before using them in the Azure Cosmos DB sink transformation.,
Azure Cosmos DB,,DF-CSVWriter-InvalidQuoteSetting,Job failed while writing data with error: Quote character and escape character cannot be empty if column value contains column delimiter,Both quote characters and escape characters are empty when the column value contains column delimiter.,Set your quote character or escape character.,
